	time (s)     A(t) 		SEM 10 traj
   2.9860000e-02   2.5190000e+02   3.3448136e+00
   2.9880000e-02   2.5190000e+02   3.3381632e+00
   2.9900000e-02   2.5130000e+02   3.3864108e+00
   2.9920000e-02   2.5180000e+02   3.5925850e+00
   2.9940000e-02   2.5150000e+02   3.4745104e+00
   2.9960000e-02   2.5170000e+02   3.4961884e+00
   2.9980000e-02   2.5240000e+02   3.3901819e+00
   3.0000000e-02   2.5210000e+02   3.2298951e+00
   3.0020000e-02   2.5220000e+02   3.2822756e+00
   3.0040000e-02   2.5260000e+02   3.0811253e+00
   3.0060000e-02   2.5200000e+02   3.0368112e+00
   3.0080000e-02   2.5140000e+02   3.0702877e+00
   3.0100000e-02   2.5180000e+02   3.1048349e+00
   3.0120000e-02   2.5240000e+02   3.0081371e+00
   3.0140000e-02   2.5210000e+02   3.0090604e+00
   3.0160000e-02   2.5200000e+02   2.8982753e+00
   3.0180000e-02   2.5250000e+02   2.8800077e+00
   3.0200000e-02   2.5290000e+02   2.7706798e+00
   3.0220000e-02   2.5250000e+02   2.6087460e+00
   3.0240000e-02   2.5290000e+02   2.4740879e+00
   3.0260000e-02   2.5280000e+02   2.4621580e+00
   3.0280000e-02   2.5330000e+02   2.3572583e+00
   3.0300000e-02   2.5260000e+02   2.3626727e+00
   3.0320000e-02   2.5190000e+02   2.3685439e+00
   3.0340000e-02   2.5220000e+02   2.4073960e+00
   3.0360000e-02   2.5220000e+02   2.3323808e+00
   3.0380000e-02   2.5180000e+02   2.3607908e+00
   3.0400000e-02   2.5190000e+02   2.4287628e+00
   3.0420000e-02   2.5250000e+02   2.3676054e+00
   3.0440000e-02   2.5240000e+02   2.6799668e+00
   3.0460000e-02   2.5170000e+02   2.6876260e+00
   3.0480000e-02   2.5180000e+02   2.9732137e+00
   3.0500000e-02   2.5200000e+02   2.9439203e+00
   3.0520000e-02   2.5140000e+02   2.8409701e+00
   3.0540000e-02   2.5160000e+02   2.5263060e+00
   3.0560000e-02   2.5120000e+02   2.7153882e+00
   3.0580000e-02   2.5090000e+02   2.7424644e+00
   3.0600000e-02   2.5130000e+02   2.8559879e+00
   3.0620000e-02   2.5160000e+02   2.4276189e+00
   3.0640000e-02   2.5130000e+02   2.2610224e+00
   3.0660000e-02   2.5180000e+02   2.4485824e+00
   3.0680000e-02   2.5210000e+02   2.5274053e+00
   3.0700000e-02   2.5300000e+02   2.4221203e+00
   3.0720000e-02   2.5320000e+02   2.8276413e+00
   3.0740000e-02   2.5280000e+02   2.7920522e+00
   3.0760000e-02   2.5220000e+02   2.7840817e+00
   3.0780000e-02   2.5190000e+02   2.7424644e+00
   3.0800000e-02   2.5240000e+02   2.7251911e+00
   3.0820000e-02   2.5260000e+02   2.7616420e+00
   3.0840000e-02   2.5340000e+02   2.8055501e+00
   3.0860000e-02   2.5320000e+02   2.8821288e+00
   3.0880000e-02   2.5290000e+02   2.8807792e+00
   3.0900000e-02   2.5330000e+02   3.0333333e+00
   3.0920000e-02   2.5330000e+02   2.9554094e+00
   3.0940000e-02   2.5300000e+02   3.1233885e+00
   3.0960000e-02   2.5270000e+02   2.9441090e+00
   3.0980000e-02   2.5330000e+02   3.1483682e+00
   3.1000000e-02   2.5280000e+02   3.1012542e+00
   3.1020000e-02   2.5240000e+02   3.1629803e+00
   3.1040000e-02   2.5290000e+02   3.2333333e+00
   3.1060000e-02   2.5310000e+02   3.3047104e+00
   3.1080000e-02   2.5280000e+02   3.2034703e+00
   3.1100000e-02   2.5290000e+02   3.0856298e+00
   3.1120000e-02   2.5310000e+02   2.9531527e+00
   3.1140000e-02   2.5290000e+02   3.1462500e+00
   3.1160000e-02   2.5300000e+02   3.1411251e+00
   3.1180000e-02   2.5300000e+02   3.1692972e+00
   3.1200000e-02   2.5320000e+02   3.0324174e+00
   3.1220000e-02   2.5400000e+02   3.0294847e+00
   3.1240000e-02   2.5430000e+02   2.9061238e+00
   3.1260000e-02   2.5470000e+02   2.8753744e+00
   3.1280000e-02   2.5460000e+02   2.9143324e+00
   3.1300000e-02   2.5470000e+02   3.0112751e+00
   3.1320000e-02   2.5480000e+02   3.1790984e+00
   3.1340000e-02   2.5460000e+02   2.7373954e+00
   3.1360000e-02   2.5400000e+02   2.6288992e+00
   3.1380000e-02   2.5340000e+02   2.6000000e+00
   3.1400000e-02   2.5310000e+02   2.5141820e+00
   3.1420000e-02   2.5380000e+02   2.8000000e+00
   3.1440000e-02   2.5400000e+02   2.7284509e+00
   3.1460000e-02   2.5350000e+02   2.5787594e+00
   3.1480000e-02   2.5360000e+02   2.8331372e+00
   3.1500000e-02   2.5350000e+02   2.8645341e+00
   3.1520000e-02   2.5370000e+02   2.8559879e+00
   3.1540000e-02   2.5460000e+02   2.9970356e+00
   3.1560000e-02   2.5550000e+02   3.0813056e+00
   3.1580000e-02   2.5550000e+02   3.0486791e+00
   3.1600000e-02   2.5630000e+02   2.9741479e+00
   3.1620000e-02   2.5690000e+02   2.8301943e+00
   3.1640000e-02   2.5720000e+02   2.6574842e+00
   3.1660000e-02   2.5730000e+02   2.5079872e+00
   3.1680000e-02   2.5750000e+02   2.3909552e+00
   3.1700000e-02   2.5790000e+02   2.4241837e+00
   3.1720000e-02   2.5760000e+02   2.0612833e+00
   3.1740000e-02   2.5850000e+02   2.0615528e+00
   3.1760000e-02   2.5810000e+02   1.8586136e+00
   3.1780000e-02   2.5800000e+02   1.6532796e+00
   3.1800000e-02   2.5760000e+02   1.5719768e+00
   3.1820000e-02   2.5790000e+02   1.6224125e+00
   3.1840000e-02   2.5800000e+02   1.5420045e+00
   3.1860000e-02   2.5760000e+02   1.7009801e+00
   3.1880000e-02   2.5740000e+02   1.4313940e+00
   3.1900000e-02   2.5710000e+02   1.5307950e+00
   3.1920000e-02   2.5670000e+02   1.4685594e+00
   3.1940000e-02   2.5660000e+02   1.6069294e+00
   3.1960000e-02   2.5620000e+02   1.5972198e+00
   3.1980000e-02   2.5570000e+02   1.5709162e+00
   3.2000000e-02   2.5530000e+02   1.6401219e+00
   3.2020000e-02   2.5540000e+02   1.6138291e+00
   3.2040000e-02   2.5510000e+02   1.4866069e+00
   3.2060000e-02   2.5440000e+02   1.3597385e+00
   3.2080000e-02   2.5470000e+02   1.5278889e+00
   3.2100000e-02   2.5460000e+02   1.3840360e+00
   3.2120000e-02   2.5430000e+02   1.6196707e+00
   3.2140000e-02   2.5420000e+02   1.7371752e+00
   3.2160000e-02   2.5440000e+02   1.6275407e+00
   3.2180000e-02   2.5430000e+02   1.8015425e+00
   3.2200000e-02   2.5390000e+02   2.2970996e+00
   3.2220000e-02   2.5450000e+02   2.1717888e+00
   3.2240000e-02   2.5430000e+02   2.2363164e+00
   3.2260000e-02   2.5410000e+02   2.4057801e+00
   3.2280000e-02   2.5440000e+02   2.5957230e+00
   3.2300000e-02   2.5420000e+02   2.2842456e+00
   3.2320000e-02   2.5390000e+02   2.5536466e+00
   3.2340000e-02   2.5430000e+02   2.4406283e+00
   3.2360000e-02   2.5390000e+02   2.4057801e+00
   3.2380000e-02   2.5350000e+02   2.6257274e+00
   3.2400000e-02   2.5360000e+02   2.3673708e+00
   3.2420000e-02   2.5370000e+02   2.4223496e+00
   3.2440000e-02   2.5300000e+02   2.4630604e+00
   3.2460000e-02   2.5280000e+02   2.5768197e+00
   3.2480000e-02   2.5240000e+02   2.5612497e+00
   3.2500000e-02   2.5270000e+02   2.6876260e+00
   3.2520000e-02   2.5330000e+02   2.5124136e+00
   3.2540000e-02   2.5250000e+02   2.4596748e+00
   3.2560000e-02   2.5230000e+02   2.4587711e+00
   3.2580000e-02   2.5200000e+02   2.5121925e+00
   3.2600000e-02   2.5220000e+02   2.6153394e+00
   3.2620000e-02   2.5210000e+02   2.5097587e+00
   3.2640000e-02   2.5320000e+02   2.5854293e+00
   3.2660000e-02   2.5300000e+02   2.5385910e+00
   3.2680000e-02   2.5300000e+02   2.8480012e+00
   3.2700000e-02   2.5290000e+02   2.8104962e+00
   3.2720000e-02   2.5220000e+02   2.7112933e+00
   3.2740000e-02   2.5220000e+02   3.0506830e+00
   3.2760000e-02   2.5180000e+02   3.1510139e+00
   3.2780000e-02   2.5200000e+02   3.1091264e+00
   3.2800000e-02   2.5160000e+02   3.2290349e+00
   3.2820000e-02   2.5160000e+02   3.2564466e+00
   3.2840000e-02   2.5240000e+02   3.2496154e+00
   3.2860000e-02   2.5230000e+02   3.3600595e+00
   3.2880000e-02   2.5280000e+02   3.2207660e+00
   3.2900000e-02   2.5280000e+02   3.1580585e+00
   3.2920000e-02   2.5210000e+02   2.9942538e+00
   3.2940000e-02   2.5220000e+02   3.1048349e+00
   3.2960000e-02   2.5170000e+02   3.1342197e+00
   3.2980000e-02   2.5230000e+02   3.1729762e+00
   3.3000000e-02   2.5230000e+02   2.8907900e+00
   3.3020000e-02   2.5180000e+02   2.6616620e+00
   3.3040000e-02   2.5210000e+02   2.7946377e+00
   3.3060000e-02   2.5220000e+02   3.0103525e+00
   3.3080000e-02   2.5210000e+02   3.0274669e+00
   3.3100000e-02   2.5200000e+02   3.1304952e+00
   3.3120000e-02   2.5240000e+02   3.1418324e+00
   3.3140000e-02   2.5230000e+02   3.2181775e+00
   3.3160000e-02   2.5180000e+02   3.2516662e+00
   3.3180000e-02   2.5130000e+02   3.1973948e+00
   3.3200000e-02   2.5080000e+02   3.2924155e+00
   3.3220000e-02   2.5090000e+02   3.2298951e+00
   3.3240000e-02   2.5060000e+02   3.0666667e+00
   3.3260000e-02   2.5050000e+02   2.8450737e+00
   3.3280000e-02   2.5040000e+02   2.8055501e+00
   3.3300000e-02   2.5040000e+02   2.8836705e+00
   3.3320000e-02   2.5010000e+02   2.8301943e+00
   3.3340000e-02   2.5090000e+02   2.7586228e+00
   3.3360000e-02   2.5100000e+02   2.7888668e+00
   3.3380000e-02   2.5160000e+02   2.7856777e+00
   3.3400000e-02   2.5150000e+02   2.8136572e+00
   3.3420000e-02   2.5160000e+02   2.7495454e+00
   3.3440000e-02   2.5110000e+02   2.8065400e+00
   3.3460000e-02   2.5130000e+02   2.8869438e+00
   3.3480000e-02   2.5120000e+02   2.9089899e+00
   3.3500000e-02   2.5180000e+02   2.7680719e+00
   3.3520000e-02   2.5180000e+02   2.7960289e+00
   3.3540000e-02   2.5190000e+02   2.6810031e+00
   3.3560000e-02   2.5240000e+02   2.8798148e+00
   3.3580000e-02   2.5350000e+02   3.2257643e+00
   3.3600000e-02   2.5340000e+02   3.2496154e+00
   3.3620000e-02   2.5350000e+02   3.2804133e+00
   3.3640000e-02   2.5360000e+02   3.3406586e+00
   3.3660000e-02   2.5360000e+02   3.1594655e+00
   3.3680000e-02   2.5310000e+02   3.0748080e+00
   3.3700000e-02   2.5280000e+02   3.0868898e+00
   3.3720000e-02   2.5310000e+02   3.0639481e+00
   3.3740000e-02   2.5250000e+02   2.8915586e+00
   3.3760000e-02   2.5310000e+02   2.7465129e+00
   3.3780000e-02   2.5340000e+02   2.8331372e+00
   3.3800000e-02   2.5330000e+02   2.7041121e+00
   3.3820000e-02   2.5280000e+02   2.5377155e+00
   3.3840000e-02   2.5250000e+02   2.7294688e+00
   3.3860000e-02   2.5210000e+02   2.6010682e+00
   3.3880000e-02   2.5230000e+02   2.7041121e+00
   3.3900000e-02   2.5280000e+02   2.6948511e+00
   3.3920000e-02   2.5260000e+02   2.6633312e+00
   3.3940000e-02   2.5240000e+02   2.7251911e+00
   3.3960000e-02   2.5240000e+02   2.5174943e+00
   3.3980000e-02   2.5290000e+02   2.5317978e+00
   3.4000000e-02   2.5340000e+02   2.5394663e+00
   3.4020000e-02   2.5350000e+02   2.3106036e+00
   3.4040000e-02   2.5310000e+02   2.4149994e+00
   3.4060000e-02   2.5360000e+02   2.4276189e+00
   3.4080000e-02   2.5370000e+02   2.2708295e+00
   3.4100000e-02   2.5270000e+02   2.3525400e+00
   3.4120000e-02   2.5180000e+02   2.2499383e+00
   3.4140000e-02   2.5240000e+02   2.1197484e+00
   3.4160000e-02   2.5190000e+02   1.7978382e+00
   3.4180000e-02   2.5120000e+02   1.7751369e+00
   3.4200000e-02   2.5150000e+02   1.6947632e+00
   3.4220000e-02   2.5130000e+02   1.8740924e+00
   3.4240000e-02   2.5170000e+02   1.9610088e+00
   3.4260000e-02   2.5170000e+02   1.9723083e+00
   3.4280000e-02   2.5260000e+02   2.1302060e+00
   3.4300000e-02   2.5190000e+02   2.1367161e+00
   3.4320000e-02   2.5210000e+02   2.1052844e+00
   3.4340000e-02   2.5300000e+02   2.5166115e+00
   3.4360000e-02   2.5250000e+02   2.5658007e+00
   3.4380000e-02   2.5230000e+02   2.4131584e+00
   3.4400000e-02   2.5280000e+02   2.4846194e+00
   3.4420000e-02   2.5340000e+02   2.4997778e+00
   3.4440000e-02   2.5310000e+02   2.3965253e+00
   3.4460000e-02   2.5300000e+02   2.4720662e+00
   3.4480000e-02   2.5310000e+02   2.5141820e+00
   3.4500000e-02   2.5330000e+02   2.3478122e+00
   3.4520000e-02   2.5270000e+02   2.3713569e+00
   3.4540000e-02   2.5320000e+02   2.2647050e+00
   3.4560000e-02   2.5370000e+02   2.2012623e+00
   3.4580000e-02   2.5330000e+02   2.2903178e+00
   3.4600000e-02   2.5270000e+02   2.1294235e+00
   3.4620000e-02   2.5260000e+02   2.1039645e+00
   3.4640000e-02   2.5270000e+02   1.9496438e+00
   3.4660000e-02   2.5330000e+02   1.8976594e+00
   3.4680000e-02   2.5350000e+02   1.7013067e+00
   3.4700000e-02   2.5340000e+02   1.5860503e+00
   3.4720000e-02   2.5350000e+02   1.5073892e+00
   3.4740000e-02   2.5310000e+02   1.5807874e+00
   3.4760000e-02   2.5290000e+02   1.7285190e+00
   3.4780000e-02   2.5310000e+02   1.7666667e+00
   3.4800000e-02   2.5280000e+02   1.7625739e+00
   3.4820000e-02   2.5240000e+02   1.6679995e+00
   3.4840000e-02   2.5210000e+02   1.7792008e+00
   3.4860000e-02   2.5250000e+02   2.0669355e+00
   3.4880000e-02   2.5230000e+02   1.9947152e+00
   3.4900000e-02   2.5200000e+02   2.1291626e+00
   3.4920000e-02   2.5180000e+02   2.0752510e+00
   3.4940000e-02   2.5150000e+02   2.2669118e+00
   3.4960000e-02   2.5200000e+02   2.1807236e+00
   3.4980000e-02   2.5220000e+02   2.2744963e+00
   3.5000000e-02   2.5230000e+02   2.3335714e+00
   3.5020000e-02   2.5210000e+02   2.2922575e+00
   3.5040000e-02   2.5220000e+02   2.2050447e+00
   3.5060000e-02   2.5170000e+02   2.2903178e+00
   3.5080000e-02   2.5160000e+02   2.3767391e+00
   3.5100000e-02   2.5140000e+02   2.2958900e+00
   3.5120000e-02   2.5180000e+02   2.2400397e+00
   3.5140000e-02   2.5150000e+02   2.1304668e+00
   3.5160000e-02   2.5190000e+02   2.1210584e+00
   3.5180000e-02   2.5110000e+02   2.1367161e+00
   3.5200000e-02   2.5110000e+02   2.1625602e+00
   3.5220000e-02   2.5090000e+02   1.9576062e+00
   3.5240000e-02   2.5080000e+02   2.0483055e+00
   3.5260000e-02   2.5060000e+02   2.0880613e+00
   3.5280000e-02   2.5100000e+02   2.0275875e+00
   3.5300000e-02   2.5090000e+02   2.1982316e+00
   3.5320000e-02   2.5110000e+02   2.2922575e+00
   3.5340000e-02   2.5100000e+02   2.2010099e+00
   3.5360000e-02   2.5070000e+02   2.2113344e+00
   3.5380000e-02   2.5110000e+02   2.2233608e+00
   3.5400000e-02   2.5110000e+02   2.1470911e+00
   3.5420000e-02   2.5170000e+02   2.3525400e+00
   3.5440000e-02   2.5170000e+02   2.3666667e+00
   3.5460000e-02   2.5200000e+02   2.1908902e+00
   3.5480000e-02   2.5240000e+02   2.0231988e+00
   3.5500000e-02   2.5280000e+02   1.8245243e+00
   3.5520000e-02   2.5240000e+02   1.9160144e+00
   3.5540000e-02   2.5310000e+02   2.0464061e+00
   3.5560000e-02   2.5310000e+02   1.9801796e+00
   3.5580000e-02   2.5370000e+02   2.0765891e+00
   3.5600000e-02   2.5340000e+02   2.0066556e+00
   3.5620000e-02   2.5290000e+02   2.0947023e+00
   3.5640000e-02   2.5290000e+02   2.0626305e+00
   3.5660000e-02   2.5280000e+02   2.1018510e+00
   3.5680000e-02   2.5240000e+02   2.1197484e+00
   3.5700000e-02   2.5170000e+02   2.1241992e+00
   3.5720000e-02   2.5150000e+02   2.2766935e+00
   3.5740000e-02   2.5180000e+02   2.2987920e+00
   3.5760000e-02   2.5180000e+02   2.2744963e+00
   3.5780000e-02   2.5140000e+02   2.2715633e+00
   3.5800000e-02   2.5170000e+02   2.2113344e+00
   3.5820000e-02   2.5180000e+02   2.2499383e+00
   3.5840000e-02   2.5190000e+02   2.6350206e+00
   3.5860000e-02   2.5190000e+02   2.4424487e+00
   3.5880000e-02   2.5160000e+02   2.3342855e+00
   3.5900000e-02   2.5140000e+02   2.1354157e+00
   3.5920000e-02   2.5170000e+02   2.1553551e+00
   3.5940000e-02   2.5100000e+02   2.1081851e+00
   3.5960000e-02   2.5090000e+02   2.1210584e+00
   3.5980000e-02   2.5090000e+02   2.3067534e+00
   3.6000000e-02   2.5120000e+02   2.4576411e+00
   3.6020000e-02   2.5050000e+02   2.5614666e+00
   3.6040000e-02   2.4990000e+02   2.4875244e+00
   3.6060000e-02   2.5030000e+02   2.5168322e+00
   3.6080000e-02   2.5060000e+02   2.6799668e+00
   3.6100000e-02   2.5000000e+02   2.8205594e+00
   3.6120000e-02   2.4970000e+02   2.5692628e+00
   3.6140000e-02   2.5050000e+02   2.3582008e+00
   3.6160000e-02   2.5040000e+02   2.4639625e+00
   3.6180000e-02   2.5020000e+02   2.5333333e+00
   3.6200000e-02   2.5000000e+02   2.5254263e+00
   3.6220000e-02   2.4980000e+02   2.5638513e+00
   3.6240000e-02   2.4980000e+02   2.3701852e+00
   3.6260000e-02   2.4940000e+02   2.6591561e+00
   3.6280000e-02   2.4890000e+02   2.6350206e+00
   3.6300000e-02   2.4860000e+02   2.5569079e+00
   3.6320000e-02   2.4880000e+02   2.6449113e+00
   3.6340000e-02   2.4920000e+02   2.8118796e+00
   3.6360000e-02   2.4960000e+02   2.8643401e+00
   3.6380000e-02   2.4930000e+02   2.6834886e+00
   3.6400000e-02   2.4930000e+02   2.6668750e+00
   3.6420000e-02   2.4890000e+02   2.9114716e+00
   3.6440000e-02   2.4850000e+02   2.9486343e+00
   3.6460000e-02   2.4830000e+02   2.8869438e+00
   3.6480000e-02   2.4920000e+02   2.8276413e+00
   3.6500000e-02   2.4950000e+02   2.8722813e+00
   3.6520000e-02   2.4900000e+02   2.7527764e+00
   3.6540000e-02   2.4870000e+02   2.6333333e+00
   3.6560000e-02   2.4870000e+02   2.6834886e+00
   3.6580000e-02   2.4890000e+02   2.7626477e+00
   3.6600000e-02   2.4940000e+02   2.6882460e+00
   3.6620000e-02   2.4930000e+02   2.7082179e+00
   3.6640000e-02   2.4920000e+02   2.6449113e+00
   3.6660000e-02   2.4930000e+02   2.9853345e+00
   3.6680000e-02   2.4930000e+02   3.0259985e+00
   3.6700000e-02   2.4950000e+02   2.8176034e+00
   3.6720000e-02   2.5010000e+02   2.8144469e+00
   3.6740000e-02   2.5020000e+02   2.6322783e+00
   3.6760000e-02   2.5060000e+02   2.7006172e+00
   3.6780000e-02   2.5010000e+02   2.7016456e+00
   3.6800000e-02   2.5060000e+02   2.6591561e+00
   3.6820000e-02   2.5030000e+02   2.6121511e+00
   3.6840000e-02   2.5020000e+02   2.4846194e+00
   3.6860000e-02   2.4940000e+02   2.5957230e+00
   3.6880000e-02   2.4970000e+02   2.7610385e+00
   3.6900000e-02   2.4920000e+02   2.5508169e+00
   3.6920000e-02   2.4960000e+02   2.6339662e+00
   3.6940000e-02   2.4980000e+02   2.6783079e+00
   3.6960000e-02   2.5060000e+02   2.6841096e+00
   3.6980000e-02   2.5100000e+02   2.8480012e+00
   3.7000000e-02   2.5120000e+02   2.7519690e+00
   3.7020000e-02   2.5190000e+02   2.7262102e+00
   3.7040000e-02   2.5150000e+02   2.6967058e+00
   3.7060000e-02   2.5220000e+02   2.7357713e+00
   3.7080000e-02   2.5090000e+02   2.5492918e+00
   3.7100000e-02   2.5160000e+02   2.6000000e+00
   3.7120000e-02   2.5180000e+02   2.6948511e+00
   3.7140000e-02   2.5210000e+02   2.6434405e+00
   3.7160000e-02   2.5220000e+02   2.5854293e+00
   3.7180000e-02   2.5240000e+02   2.7251911e+00
   3.7200000e-02   2.5290000e+02   2.6476405e+00
   3.7220000e-02   2.5320000e+02   2.5595138e+00
   3.7240000e-02   2.5360000e+02   2.4864075e+00
   3.7260000e-02   2.5330000e+02   2.7570113e+00
   3.7280000e-02   2.5320000e+02   2.8666667e+00
   3.7300000e-02   2.5330000e+02   2.9365513e+00
   3.7320000e-02   2.5320000e+02   3.0615900e+00
   3.7340000e-02   2.5400000e+02   2.7848798e+00
   3.7360000e-02   2.5360000e+02   2.8292127e+00
   3.7380000e-02   2.5330000e+02   2.7770888e+00
   3.7400000e-02   2.5290000e+02   2.8183920e+00
   3.7420000e-02   2.5340000e+02   2.9143324e+00
   3.7440000e-02   2.5310000e+02   2.9190942e+00
   3.7460000e-02   2.5350000e+02   2.9030635e+00
   3.7480000e-02   2.5400000e+02   2.8828998e+00
   3.7500000e-02   2.5380000e+02   2.9089899e+00
   3.7520000e-02   2.5390000e+02   2.9152854e+00
   3.7540000e-02   2.5330000e+02   2.8009919e+00
   3.7560000e-02   2.5270000e+02   2.8168146e+00
   3.7580000e-02   2.5290000e+02   2.6934076e+00
   3.7600000e-02   2.5290000e+02   2.6643740e+00
   3.7620000e-02   2.5270000e+02   2.6417587e+00
   3.7640000e-02   2.5250000e+02   2.5309199e+00
   3.7660000e-02   2.5220000e+02   2.4531159e+00
   3.7680000e-02   2.5180000e+02   2.4120070e+00
   3.7700000e-02   2.5130000e+02   2.2561028e+00
   3.7720000e-02   2.5110000e+02   2.3067534e+00
   3.7740000e-02   2.5070000e+02   2.3048259e+00
   3.7760000e-02   2.5130000e+02   2.3335714e+00
   3.7780000e-02   2.5080000e+02   2.2150997e+00
   3.7800000e-02   2.5040000e+02   2.3532483e+00
   3.7820000e-02   2.4990000e+02   2.2922575e+00
   3.7840000e-02   2.5030000e+02   2.0925795e+00
   3.7860000e-02   2.5000000e+02   2.2410315e+00
   3.7880000e-02   2.4980000e+02   2.1746009e+00
   3.7900000e-02   2.4910000e+02   1.9689253e+00
   3.7920000e-02   2.4940000e+02   1.9043809e+00
   3.7940000e-02   2.4940000e+02   1.9447936e+00
   3.7960000e-02   2.4920000e+02   2.0044395e+00
   3.7980000e-02   2.4920000e+02   2.1540659e+00
   3.8000000e-02   2.4870000e+02   2.1758779e+00
   3.8020000e-02   2.4860000e+02   2.2519128e+00
   3.8040000e-02   2.4860000e+02   2.2420229e+00
   3.8060000e-02   2.4890000e+02   2.1210584e+00
   3.8080000e-02   2.4870000e+02   2.1398338e+00
   3.8100000e-02   2.4920000e+02   2.1797044e+00
   3.8120000e-02   2.4930000e+02   2.1656408e+00
   3.8140000e-02   2.4940000e+02   2.1406126e+00
   3.8160000e-02   2.4990000e+02   2.1000000e+00
   3.8180000e-02   2.4990000e+02   2.1367161e+00
   3.8200000e-02   2.5020000e+02   2.3323808e+00
   3.8220000e-02   2.5020000e+02   2.4846194e+00
   3.8240000e-02   2.5000000e+02   2.6204325e+00
   3.8260000e-02   2.4920000e+02   2.5638513e+00
   3.8280000e-02   2.4960000e+02   2.5699114e+00
   3.8300000e-02   2.4990000e+02   2.2383029e+00
   3.8320000e-02   2.5010000e+02   2.3402279e+00
   3.8340000e-02   2.5040000e+02   2.2764495e+00
   3.8360000e-02   2.5030000e+02   2.2757172e+00
   3.8380000e-02   2.5010000e+02   2.3067534e+00
   3.8400000e-02   2.5060000e+02   2.2171052e+00
   3.8420000e-02   2.5070000e+02   2.2561028e+00
   3.8440000e-02   2.5020000e+02   2.0210009e+00
   3.8460000e-02   2.4990000e+02   2.1210584e+00
   3.8480000e-02   2.4950000e+02   2.0561561e+00
   3.8500000e-02   2.4970000e+02   2.1501938e+00
   3.8520000e-02   2.5050000e+02   2.4460853e+00
   3.8540000e-02   2.5030000e+02   2.3853721e+00
   3.8560000e-02   2.5000000e+02   2.3711226e+00
   3.8580000e-02   2.5010000e+02   2.3732303e+00
   3.8600000e-02   2.4940000e+02   2.3055489e+00
   3.8620000e-02   2.4880000e+02   2.2647050e+00
   3.8640000e-02   2.4870000e+02   2.4131584e+00
   3.8660000e-02   2.4830000e+02   2.3853721e+00
   3.8680000e-02   2.4880000e+02   2.1898757e+00
   3.8700000e-02   2.4860000e+02   2.3103631e+00
   3.8720000e-02   2.4860000e+02   2.1302060e+00
   3.8740000e-02   2.4860000e+02   2.1919043e+00
   3.8760000e-02   2.4870000e+02   2.1137118e+00
   3.8780000e-02   2.4830000e+02   2.1860670e+00
   3.8800000e-02   2.4860000e+02   2.2271057e+00
   3.8820000e-02   2.4870000e+02   2.1860670e+00
   3.8840000e-02   2.4890000e+02   2.2183578e+00
   3.8860000e-02   2.4910000e+02   2.2580719e+00
   3.8880000e-02   2.4890000e+02   2.4560583e+00
   3.8900000e-02   2.4940000e+02   2.4549270e+00
   3.8920000e-02   2.4920000e+02   2.4979992e+00
   3.8940000e-02   2.4940000e+02   2.6507860e+00
   3.8960000e-02   2.4930000e+02   2.7730849e+00
   3.8980000e-02   2.4950000e+02   2.7457037e+00
   3.9000000e-02   2.4940000e+02   2.5914389e+00
   3.9020000e-02   2.4960000e+02   2.8448784e+00
   3.9040000e-02   2.4970000e+02   2.9666667e+00
   3.9060000e-02   2.4970000e+02   3.0296681e+00
   3.9080000e-02   2.4990000e+02   3.0016662e+00
   3.9100000e-02   2.4950000e+02   3.1596413e+00
   3.9120000e-02   2.4920000e+02   3.2034703e+00
   3.9140000e-02   2.4860000e+02   3.3273279e+00
   3.9160000e-02   2.4860000e+02   3.3306656e+00
   3.9180000e-02   2.4850000e+02   3.1455436e+00
   3.9200000e-02   2.4840000e+02   3.0484969e+00
   3.9220000e-02   2.4910000e+02   3.1568268e+00
   3.9240000e-02   2.4880000e+02   3.2482474e+00
   3.9260000e-02   2.4880000e+02   3.0287511e+00
   3.9280000e-02   2.4890000e+02   2.8730549e+00
   3.9300000e-02   2.4910000e+02   2.9152854e+00
   3.9320000e-02   2.4940000e+02   2.8682166e+00
   3.9340000e-02   2.4900000e+02   2.8828998e+00
   3.9360000e-02   2.4880000e+02   2.5681814e+00
   3.9380000e-02   2.4910000e+02   2.4149994e+00
   3.9400000e-02   2.4910000e+02   2.5753101e+00
   3.9420000e-02   2.4960000e+02   2.6255158e+00
   3.9440000e-02   2.4940000e+02   2.6000000e+00
   3.9460000e-02   2.4960000e+02   2.4908722e+00
   3.9480000e-02   2.4980000e+02   2.7519690e+00
   3.9500000e-02   2.4960000e+02   2.8759539e+00
   3.9520000e-02   2.4970000e+02   2.8049559e+00
   3.9540000e-02   2.4940000e+02   2.8055501e+00
   3.9560000e-02   2.4940000e+02   2.7292653e+00
   3.9580000e-02   2.4960000e+02   2.8292127e+00
   3.9600000e-02   2.5000000e+02   2.9021065e+00
   3.9620000e-02   2.5010000e+02   2.8380353e+00
   3.9640000e-02   2.5000000e+02   3.0110906e+00
   3.9660000e-02   2.5030000e+02   3.0588669e+00
   3.9680000e-02   2.5010000e+02   3.0457621e+00
   3.9700000e-02   2.5000000e+02   2.9401436e+00
   3.9720000e-02   2.5010000e+02   3.0675723e+00
   3.9740000e-02   2.5000000e+02   2.9776949e+00
   3.9760000e-02   2.4970000e+02   2.9516474e+00
   3.9780000e-02   2.4970000e+02   3.0112751e+00
   3.9800000e-02   2.4970000e+02   2.9853345e+00
   3.9820000e-02   2.5030000e+02   2.9099446e+00
