	time (s)	A(t)		SEM for 10 traj
   2.4800000e-02   7.0000000e+01   9.6609178e-01
   2.4850000e-02   7.0000000e+01   9.6609178e-01
   2.4900000e-02   6.9900000e+01   9.8262686e-01
   2.4950000e-02   6.9700000e+01   9.8938814e-01
   2.5000000e-02   6.9600000e+01   1.0666667e+00
   2.5050000e-02   6.9600000e+01   1.0974718e+00
   2.5100000e-02   6.9400000e+01   1.0666667e+00
   2.5150000e-02   6.9400000e+01   1.0666667e+00
   2.5200000e-02   6.9300000e+01   1.0651030e+00
   2.5250000e-02   6.9300000e+01   1.0651030e+00
   2.5300000e-02   6.9200000e+01   1.0198039e+00
   2.5350000e-02   6.9200000e+01   1.0198039e+00
   2.5400000e-02   6.9200000e+01   1.0198039e+00
   2.5450000e-02   6.9100000e+01   1.0268615e+00
   2.5500000e-02   6.9000000e+01   9.8882646e-01
   2.5550000e-02   6.8900000e+01   1.0049876e+00
   2.5600000e-02   6.8900000e+01   1.0049876e+00
   2.5650000e-02   6.8900000e+01   1.0049876e+00
   2.5700000e-02   6.8900000e+01   9.5974534e-01
   2.5750000e-02   6.8700000e+01   9.8938814e-01
   2.5800000e-02   6.8800000e+01   9.9777530e-01
   2.5850000e-02   6.8700000e+01   1.0005554e+00
   2.5900000e-02   6.8700000e+01   1.0005554e+00
   2.5950000e-02   6.8300000e+01   9.4339811e-01
   2.6000000e-02   6.8100000e+01   9.3630479e-01
   2.6050000e-02   6.8100000e+01   9.3630479e-01
   2.6100000e-02   6.7800000e+01   9.6378882e-01
   2.6150000e-02   6.7800000e+01   9.6378882e-01
   2.6200000e-02   6.7800000e+01   9.6378882e-01
   2.6250000e-02   6.7700000e+01   9.8938814e-01
   2.6300000e-02   6.7600000e+01   9.4516313e-01
   2.6350000e-02   6.7600000e+01   9.4516313e-01
   2.6400000e-02   6.7500000e+01   9.8036274e-01
   2.6450000e-02   6.7400000e+01   9.5684667e-01
   2.6500000e-02   6.7100000e+01   9.2436164e-01
   2.6550000e-02   6.7000000e+01   9.4280904e-01
   2.6600000e-02   6.6900000e+01   9.2436164e-01
   2.6650000e-02   6.6900000e+01   9.2436164e-01
   2.6700000e-02   6.6900000e+01   9.2436164e-01
   2.6750000e-02   6.6900000e+01   9.2436164e-01
   2.6800000e-02   6.6900000e+01   9.2436164e-01
   2.6850000e-02   6.6800000e+01   9.1651514e-01
   2.6900000e-02   6.6700000e+01   9.0737717e-01
   2.6950000e-02   6.6500000e+01   8.3333333e-01
   2.7000000e-02   6.6300000e+01   8.3066239e-01
   2.7050000e-02   6.6000000e+01   7.8881064e-01
   2.7100000e-02   6.5900000e+01   7.8102497e-01
   2.7150000e-02   6.5900000e+01   7.8102497e-01
   2.7200000e-02   6.6000000e+01   8.1649658e-01
   2.7250000e-02   6.6000000e+01   8.1649658e-01
   2.7300000e-02   6.6000000e+01   8.1649658e-01
   2.7350000e-02   6.5700000e+01   8.8254682e-01
   2.7400000e-02   6.5500000e+01   8.9752747e-01
   2.7450000e-02   6.5500000e+01   8.9752747e-01
   2.7500000e-02   6.5400000e+01   9.2135166e-01
   2.7550000e-02   6.5400000e+01   9.2135166e-01
   2.7600000e-02   6.5400000e+01   9.2135166e-01
   2.7650000e-02   6.5400000e+01   9.2135166e-01
   2.7700000e-02   6.5400000e+01   9.2135166e-01
   2.7750000e-02   6.5400000e+01   9.2135166e-01
   2.7800000e-02   6.5400000e+01   9.2135166e-01
   2.7850000e-02   6.5400000e+01   9.2135166e-01
   2.7900000e-02   6.5200000e+01   9.9777530e-01
   2.7950000e-02   6.5300000e+01   1.0115994e+00
   2.8000000e-02   6.5400000e+01   1.0666667e+00
   2.8050000e-02   6.5300000e+01   1.0651030e+00
   2.8100000e-02   6.5300000e+01   1.0651030e+00
   2.8150000e-02   6.5300000e+01   1.0651030e+00
   2.8200000e-02   6.5200000e+01   1.0519823e+00
   2.8250000e-02   6.5300000e+01   1.0333333e+00
   2.8300000e-02   6.5300000e+01   1.0333333e+00
   2.8350000e-02   6.5200000e+01   1.0198039e+00
   2.8400000e-02   6.5200000e+01   1.0198039e+00
   2.8450000e-02   6.5300000e+01   1.0115994e+00
   2.8500000e-02   6.5200000e+01   9.5219046e-01
   2.8550000e-02   6.5100000e+01   9.5974534e-01
   2.8600000e-02   6.5100000e+01   9.5974534e-01
   2.8650000e-02   6.5100000e+01   9.5974534e-01
   2.8700000e-02   6.5100000e+01   9.5974534e-01
   2.8750000e-02   6.5100000e+01   9.5974534e-01
   2.8800000e-02   6.5100000e+01   9.5974534e-01
   2.8850000e-02   6.5000000e+01   1.0327956e+00
   2.8900000e-02   6.4900000e+01   9.9387010e-01
   2.8950000e-02   6.4900000e+01   9.9387010e-01
   2.9000000e-02   6.4900000e+01   9.9387010e-01
   2.9050000e-02   6.4900000e+01   9.9387010e-01
   2.9100000e-02   6.4900000e+01   1.0482790e+00
   2.9150000e-02   6.4700000e+01   1.1259564e+00
   2.9200000e-02   6.4700000e+01   1.1259564e+00
   2.9250000e-02   6.4700000e+01   1.1259564e+00
   2.9300000e-02   6.4700000e+01   1.1259564e+00
   2.9350000e-02   6.4600000e+01   1.1372481e+00
   2.9400000e-02   6.4500000e+01   1.1571037e+00
   2.9450000e-02   6.4500000e+01   1.1571037e+00
   2.9500000e-02   6.4500000e+01   1.1571037e+00
   2.9550000e-02   6.4500000e+01   1.1571037e+00
   2.9600000e-02   6.4600000e+01   1.1566234e+00
   2.9650000e-02   6.4700000e+01   1.1357817e+00
   2.9700000e-02   6.4600000e+01   1.1469767e+00
   2.9750000e-02   6.4800000e+01   1.1527744e+00
   2.9800000e-02   6.4700000e+01   1.1455227e+00
   2.9850000e-02   6.4600000e+01   1.1372481e+00
   2.9900000e-02   6.4600000e+01   1.1372481e+00
   2.9950000e-02   6.4400000e+01   1.0456258e+00
   3.0000000e-02   6.4100000e+01   1.1396881e+00
   3.0050000e-02   6.4100000e+01   1.1396881e+00
   3.0100000e-02   6.4000000e+01   1.1055416e+00
   3.0150000e-02   6.4100000e+01   1.1100551e+00
   3.0200000e-02   6.4000000e+01   1.1055416e+00
   3.0250000e-02   6.3900000e+01   1.0796090e+00
   3.0300000e-02   6.3700000e+01   1.0651030e+00
   3.0350000e-02   6.3700000e+01   1.0651030e+00
   3.0400000e-02   6.3600000e+01   1.1469767e+00
   3.0450000e-02   6.3600000e+01   1.1469767e+00
   3.0500000e-02   6.3600000e+01   1.1469767e+00
   3.0550000e-02   6.3600000e+01   1.1469767e+00
   3.0600000e-02   6.3500000e+01   1.1279283e+00
   3.0650000e-02   6.3400000e+01   1.0770330e+00
   3.0700000e-02   6.3200000e+01   1.0832051e+00
   3.0750000e-02   6.3200000e+01   1.0832051e+00
   3.0800000e-02   6.3200000e+01   1.0832051e+00
   3.0850000e-02   6.3200000e+01   1.0624918e+00
   3.0900000e-02   6.2900000e+01   1.1200198e+00
   3.0950000e-02   6.2900000e+01   1.1200198e+00
   3.1000000e-02   6.2900000e+01   1.1298968e+00
   3.1050000e-02   6.2800000e+01   1.1234866e+00
   3.1100000e-02   6.2900000e+01   1.1100551e+00
   3.1150000e-02   6.3000000e+01   1.0219806e+00
   3.1200000e-02   6.3100000e+01   1.0159834e+00
   3.1250000e-02   6.3100000e+01   1.0159834e+00
   3.1300000e-02   6.3100000e+01   1.0159834e+00
   3.1350000e-02   6.3000000e+01   1.0219806e+00
   3.1400000e-02   6.2900000e+01   1.0376255e+00
   3.1450000e-02   6.3000000e+01   1.0434984e+00
   3.1500000e-02   6.3000000e+01   1.0434984e+00
   3.1550000e-02   6.3200000e+01   1.0728985e+00
   3.1600000e-02   6.3200000e+01   1.0728985e+00
   3.1650000e-02   6.3100000e+01   1.0796090e+00
   3.1700000e-02   6.3200000e+01   9.9777530e-01
   3.1750000e-02   6.3200000e+01   9.9777530e-01
   3.1800000e-02   6.3100000e+01   9.9387010e-01
   3.1850000e-02   6.2900000e+01   9.2436164e-01
   3.1900000e-02   6.2900000e+01   9.2436164e-01
   3.1950000e-02   6.2800000e+01   9.1651514e-01
   3.2000000e-02   6.2900000e+01   9.2436164e-01
   3.2050000e-02   6.2900000e+01   9.2436164e-01
   3.2100000e-02   6.2800000e+01   9.1651514e-01
   3.2150000e-02   6.2900000e+01   9.0000000e-01
   3.2200000e-02   6.2800000e+01   9.0431066e-01
   3.2250000e-02   6.2900000e+01   9.0000000e-01
   3.2300000e-02   6.2900000e+01   9.0000000e-01
   3.2350000e-02   6.2900000e+01   9.0000000e-01
   3.2400000e-02   6.2900000e+01   9.0000000e-01
   3.2450000e-02   6.2700000e+01   9.8938814e-01
   3.2500000e-02   6.2700000e+01   9.8938814e-01
   3.2550000e-02   6.2700000e+01   9.8938814e-01
   3.2600000e-02   6.2500000e+01   1.0878113e+00
   3.2650000e-02   6.2500000e+01   1.0878113e+00
   3.2700000e-02   6.2500000e+01   1.0878113e+00
   3.2750000e-02   6.2700000e+01   1.1551816e+00
   3.2800000e-02   6.2800000e+01   1.1718931e+00
   3.2850000e-02   6.2900000e+01   1.1590226e+00
   3.2900000e-02   6.2800000e+01   1.1527744e+00
   3.2950000e-02   6.2600000e+01   1.1372481e+00
   3.3000000e-02   6.2600000e+01   1.1372481e+00
   3.3050000e-02   6.2500000e+01   1.1279283e+00
   3.3100000e-02   6.2400000e+01   1.1372481e+00
   3.3150000e-02   6.2400000e+01   1.1372481e+00
   3.3200000e-02   6.2500000e+01   1.1377365e+00
   3.3250000e-02   6.2500000e+01   1.1377365e+00
   3.3300000e-02   6.2400000e+01   1.0974718e+00
   3.3350000e-02   6.2300000e+01   1.0546195e+00
   3.3400000e-02   6.2300000e+01   1.0546195e+00
   3.3450000e-02   6.2300000e+01   1.0546195e+00
   3.3500000e-02   6.2300000e+01   1.0546195e+00
   3.3550000e-02   6.2300000e+01   1.0225241e+00
   3.3600000e-02   6.2300000e+01   1.0225241e+00
   3.3650000e-02   6.2300000e+01   1.0225241e+00
   3.3700000e-02   6.2300000e+01   1.0225241e+00
   3.3750000e-02   6.2300000e+01   1.0225241e+00
   3.3800000e-02   6.2300000e+01   1.0225241e+00
   3.3850000e-02   6.2100000e+01   1.0268615e+00
   3.3900000e-02   6.2000000e+01   1.0219806e+00
   3.3950000e-02   6.1800000e+01   1.0728985e+00
   3.4000000e-02   6.1800000e+01   1.0728985e+00
   3.4050000e-02   6.1800000e+01   1.0728985e+00
   3.4100000e-02   6.1900000e+01   1.0692677e+00
   3.4150000e-02   6.1800000e+01   1.0728985e+00
   3.4200000e-02   6.1800000e+01   1.0728985e+00
   3.4250000e-02   6.1600000e+01   1.0561986e+00
   3.4300000e-02   6.1500000e+01   1.1474610e+00
   3.4350000e-02   6.1400000e+01   1.1175370e+00
   3.4400000e-02   6.1400000e+01   1.1175370e+00
   3.4450000e-02   6.1300000e+01   1.0959521e+00
   3.4500000e-02   6.1300000e+01   1.0959521e+00
   3.4550000e-02   6.1300000e+01   1.0959521e+00
   3.4600000e-02   6.1200000e+01   1.0728985e+00
   3.4650000e-02   6.1200000e+01   1.0728985e+00
   3.4700000e-02   6.1100000e+01   1.0588253e+00
   3.4750000e-02   6.1000000e+01   1.0434984e+00
   3.4800000e-02   6.1000000e+01   1.0434984e+00
   3.4850000e-02   6.1000000e+01   1.0434984e+00
   3.4900000e-02   6.1000000e+01   1.0434984e+00
   3.4950000e-02   6.0900000e+01   1.0376255e+00
   3.5000000e-02   6.0800000e+01   1.0413666e+00
   3.5050000e-02   6.0700000e+01   1.0333333e+00
   3.5100000e-02   6.0700000e+01   1.0333333e+00
   3.5150000e-02   6.0600000e+01   1.0241528e+00
   3.5200000e-02   6.0500000e+01   1.0246951e+00
   3.5250000e-02   6.0500000e+01   1.0671874e+00
   3.5300000e-02   6.0600000e+01   1.0666667e+00
   3.5350000e-02   6.0500000e+01   1.0246951e+00
   3.5400000e-02   6.0500000e+01   1.0246951e+00
   3.5450000e-02   6.0600000e+01   1.0666667e+00
   3.5500000e-02   6.0400000e+01   1.0974718e+00
   3.5550000e-02   6.0400000e+01   1.0974718e+00
   3.5600000e-02   6.0500000e+01   1.1080513e+00
   3.5650000e-02   6.0500000e+01   1.1080513e+00
   3.5700000e-02   6.0600000e+01   1.1175370e+00
   3.5750000e-02   6.0500000e+01   1.2405196e+00
   3.5800000e-02   6.0500000e+01   1.2405196e+00
   3.5850000e-02   6.0500000e+01   1.2405196e+00
   3.5900000e-02   6.0400000e+01   1.2310790e+00
   3.5950000e-02   6.0400000e+01   1.2310790e+00
   3.6000000e-02   6.0500000e+01   1.2041595e+00
   3.6050000e-02   6.0400000e+01   1.2400717e+00
   3.6100000e-02   6.0300000e+01   1.2387269e+00
   3.6150000e-02   6.0300000e+01   1.2387269e+00
   3.6200000e-02   6.0300000e+01   1.2387269e+00
   3.6250000e-02   6.0300000e+01   1.2387269e+00
   3.6300000e-02   6.0500000e+01   1.2671052e+00
   3.6350000e-02   6.0500000e+01   1.3017083e+00
   3.6400000e-02   6.0400000e+01   1.2840907e+00
   3.6450000e-02   6.0300000e+01   1.2653502e+00
   3.6500000e-02   6.0400000e+01   1.2840907e+00
   3.6550000e-02   6.0300000e+01   1.2653502e+00
   3.6600000e-02   6.0300000e+01   1.2653502e+00
   3.6650000e-02   6.0300000e+01   1.2653502e+00
   3.6700000e-02   6.0300000e+01   1.2653502e+00
   3.6750000e-02   6.0300000e+01   1.2653502e+00
   3.6800000e-02   5.9900000e+01   1.2775845e+00
   3.6850000e-02   5.9900000e+01   1.2423097e+00
   3.6900000e-02   5.9900000e+01   1.2775845e+00
   3.6950000e-02   5.9900000e+01   1.2775845e+00
   3.7000000e-02   5.9800000e+01   1.2631530e+00
   3.7050000e-02   5.9800000e+01   1.2364825e+00
   3.7100000e-02   5.9800000e+01   1.2364825e+00
   3.7150000e-02   5.9800000e+01   1.2364825e+00
   3.7200000e-02   5.9700000e+01   1.2565385e+00
   3.7250000e-02   5.9700000e+01   1.2653502e+00
   3.7300000e-02   5.9700000e+01   1.2653502e+00
   3.7350000e-02   5.9700000e+01   1.2653502e+00
   3.7400000e-02   5.9600000e+01   1.2927146e+00
   3.7450000e-02   5.9700000e+01   1.3169831e+00
   3.7500000e-02   5.9700000e+01   1.3169831e+00
   3.7550000e-02   5.9600000e+01   1.3097922e+00
   3.7600000e-02   5.9600000e+01   1.3097922e+00
   3.7650000e-02   5.9600000e+01   1.3097922e+00
   3.7700000e-02   5.9500000e+01   1.3763882e+00
   3.7750000e-02   5.9500000e+01   1.3763882e+00
   3.7800000e-02   5.9400000e+01   1.4468356e+00
   3.7850000e-02   5.9300000e+01   1.4224392e+00
   3.7900000e-02   5.9300000e+01   1.4224392e+00
   3.7950000e-02   5.9200000e+01   1.4204851e+00
   3.8000000e-02   5.9200000e+01   1.4204851e+00
   3.8050000e-02   5.9100000e+01   1.4333333e+00
   3.8100000e-02   5.9200000e+01   1.4360439e+00
   3.8150000e-02   5.9100000e+01   1.5088627e+00
   3.8200000e-02   5.9200000e+01   1.4966630e+00
   3.8250000e-02   5.9100000e+01   1.4791138e+00
   3.8300000e-02   5.9000000e+01   1.4529663e+00
   3.8350000e-02   5.8900000e+01   1.4640128e+00
   3.8400000e-02   5.8700000e+01   1.4302292e+00
   3.8450000e-02   5.8600000e+01   1.4079141e+00
   3.8500000e-02   5.8500000e+01   1.4003968e+00
   3.8550000e-02   5.8400000e+01   1.4157840e+00
   3.8600000e-02   5.8400000e+01   1.4157840e+00
   3.8650000e-02   5.8400000e+01   1.4157840e+00
   3.8700000e-02   5.8600000e+01   1.4696938e+00
   3.8750000e-02   5.8600000e+01   1.4696938e+00
   3.8800000e-02   5.8600000e+01   1.4696938e+00
   3.8850000e-02   5.8500000e+01   1.4317821e+00
   3.8900000e-02   5.8300000e+01   1.4456832e+00
   3.8950000e-02   5.8200000e+01   1.4126413e+00
   3.9000000e-02   5.8100000e+01   1.3940349e+00
   3.9050000e-02   5.8100000e+01   1.4019827e+00
   3.9100000e-02   5.8000000e+01   1.3743685e+00
   3.9150000e-02   5.8000000e+01   1.3743685e+00
   3.9200000e-02   5.8000000e+01   1.3743685e+00
   3.9250000e-02   5.7900000e+01   1.3860415e+00
   3.9300000e-02   5.7800000e+01   1.3399834e+00
   3.9350000e-02   5.7700000e+01   1.3169831e+00
   3.9400000e-02   5.7600000e+01   1.3012814e+00
   3.9450000e-02   5.7600000e+01   1.3012814e+00
   3.9500000e-02   5.7500000e+01   1.3186694e+00
   3.9550000e-02   5.7500000e+01   1.3186694e+00
   3.9600000e-02   5.7400000e+01   1.3097922e+00
   3.9650000e-02   5.7300000e+01   1.2914247e+00
   3.9700000e-02   5.7300000e+01   1.2914247e+00
   3.9750000e-02   5.7200000e+01   1.3646326e+00
   3.9800000e-02   5.7200000e+01   1.3646326e+00
   3.9850000e-02   5.7300000e+01   1.3503086e+00
   3.9900000e-02   5.7300000e+01   1.3503086e+00
   3.9950000e-02   5.7200000e+01   1.3316656e+00
   4.0000000e-02   5.7200000e+01   1.3727507e+00
   4.0050000e-02   5.7300000e+01   1.4067299e+00
   4.0100000e-02   5.7000000e+01   1.3904436e+00
   4.0150000e-02   5.6900000e+01   1.3535960e+00
   4.0200000e-02   5.6900000e+01   1.3535960e+00
   4.0250000e-02   5.6900000e+01   1.3535960e+00
   4.0300000e-02   5.7000000e+01   1.2823589e+00
   4.0350000e-02   5.6800000e+01   1.3399834e+00
   4.0400000e-02   5.6800000e+01   1.3399834e+00
   4.0450000e-02   5.6800000e+01   1.3399834e+00
   4.0500000e-02   5.7000000e+01   1.3249738e+00
   4.0550000e-02   5.7000000e+01   1.3249738e+00
   4.0600000e-02   5.6900000e+01   1.2862521e+00
   4.0650000e-02   5.6700000e+01   1.3420548e+00
   4.0700000e-02   5.6700000e+01   1.3420548e+00
   4.0750000e-02   5.6800000e+01   1.2719189e+00
   4.0800000e-02   5.6900000e+01   1.2862521e+00
   4.0850000e-02   5.6900000e+01   1.2862521e+00
   4.0900000e-02   5.7000000e+01   1.3249738e+00
   4.0950000e-02   5.7000000e+01   1.3249738e+00
   4.1000000e-02   5.7000000e+01   1.3249738e+00
   4.1050000e-02   5.6900000e+01   1.2862521e+00
   4.1100000e-02   5.6900000e+01   1.2862521e+00
   4.1150000e-02   5.6800000e+01   1.2892720e+00
   4.1200000e-02   5.6700000e+01   1.2827921e+00
   4.1250000e-02   5.6500000e+01   1.3102163e+00
   4.1300000e-02   5.6400000e+01   1.2840907e+00
   4.1350000e-02   5.6400000e+01   1.2840907e+00
   4.1400000e-02   5.6400000e+01   1.1566234e+00
   4.1450000e-02   5.6300000e+01   1.1357817e+00
   4.1500000e-02   5.6300000e+01   1.1357817e+00
   4.1550000e-02   5.6100000e+01   1.0796090e+00
   4.1600000e-02   5.6000000e+01   1.0540926e+00
   4.1650000e-02   5.5900000e+01   1.0376255e+00
   4.1700000e-02   5.5800000e+01   1.1234866e+00
   4.1750000e-02   5.5900000e+01   1.1493960e+00
   4.1800000e-02   5.6000000e+01   1.1832160e+00
   4.1850000e-02   5.5900000e+01   1.1493960e+00
   4.1900000e-02   5.5900000e+01   1.1493960e+00
   4.1950000e-02   5.5900000e+01   1.1493960e+00
   4.2000000e-02   5.5900000e+01   1.1493960e+00
   4.2050000e-02   5.5700000e+01   1.1357817e+00
   4.2100000e-02   5.5700000e+01   1.1357817e+00
   4.2150000e-02   5.5700000e+01   1.1357817e+00
   4.2200000e-02   5.5600000e+01   1.1372481e+00
   4.2250000e-02   5.5600000e+01   1.1372481e+00
   4.2300000e-02   5.5700000e+01   1.0546195e+00
   4.2350000e-02   5.5800000e+01   1.0728985e+00
   4.2400000e-02   5.5700000e+01   1.0754844e+00
   4.2450000e-02   5.5600000e+01   1.0456258e+00
   4.2500000e-02   5.5600000e+01   1.0456258e+00
   4.2550000e-02   5.5500000e+01   1.0246951e+00
   4.2600000e-02   5.5400000e+01   1.0132456e+00
   4.2650000e-02   5.5400000e+01   1.0132456e+00
   4.2700000e-02   5.5400000e+01   1.0132456e+00
   4.2750000e-02   5.5300000e+01   1.0115994e+00
   4.2800000e-02   5.5000000e+01   1.0852547e+00
   4.2850000e-02   5.5000000e+01   1.0852547e+00
   4.2900000e-02   5.4900000e+01   1.1685699e+00
   4.2950000e-02   5.4900000e+01   1.1685699e+00
   4.3000000e-02   5.4900000e+01   1.1685699e+00
   4.3050000e-02   5.4900000e+01   1.1685699e+00
   4.3100000e-02   5.4900000e+01   1.1685699e+00
   4.3150000e-02   5.4900000e+01   1.1685699e+00
   4.3200000e-02   5.4800000e+01   1.0624918e+00
   4.3250000e-02   5.4800000e+01   1.0624918e+00
   4.3300000e-02   5.4700000e+01   1.0440307e+00
   4.3350000e-02   5.4800000e+01   1.0624918e+00
   4.3400000e-02   5.4800000e+01   1.0624918e+00
   4.3450000e-02   5.4800000e+01   1.0624918e+00
   4.3500000e-02   5.4800000e+01   1.0624918e+00
   4.3550000e-02   5.4800000e+01   1.0624918e+00
   4.3600000e-02   5.4600000e+01   1.0561986e+00
   4.3650000e-02   5.4400000e+01   1.0241528e+00
   4.3700000e-02   5.4500000e+01   1.0461570e+00
   4.3750000e-02   5.4400000e+01   1.0241528e+00
   4.3800000e-02   5.4400000e+01   1.0241528e+00
   4.3850000e-02   5.4600000e+01   1.0561986e+00
   4.3900000e-02   5.4700000e+01   1.0651030e+00
   4.3950000e-02   5.4600000e+01   1.0241528e+00
   4.4000000e-02   5.4500000e+01   1.0137938e+00
   4.4050000e-02   5.4400000e+01   1.0132456e+00
   4.4100000e-02   5.4300000e+01   1.0115994e+00
   4.4150000e-02   5.4100000e+01   9.9387010e-01
   4.4200000e-02   5.4100000e+01   9.9387010e-01
   4.4250000e-02   5.4100000e+01   9.9387010e-01
   4.4300000e-02   5.4100000e+01   9.9387010e-01
   4.4350000e-02   5.4000000e+01   9.6609178e-01
   4.4400000e-02   5.4000000e+01   9.6609178e-01
   4.4450000e-02   5.4000000e+01   9.6609178e-01
   4.4500000e-02   5.4000000e+01   9.6609178e-01
   4.4550000e-02   5.4000000e+01   9.6609178e-01
   4.4600000e-02   5.3900000e+01   9.4809751e-01
   4.4650000e-02   5.3800000e+01   9.4044907e-01
   4.4700000e-02   5.3800000e+01   9.4044907e-01
   4.4750000e-02   5.3800000e+01   9.4044907e-01
   4.4800000e-02   5.3800000e+01   9.4044907e-01
   4.4850000e-02   5.3800000e+01   9.6378882e-01
   4.4900000e-02   5.3900000e+01   9.7125349e-01
   4.4950000e-02   5.3900000e+01   9.7125349e-01
   4.5000000e-02   5.4000000e+01   1.0540926e+00
   4.5050000e-02   5.4000000e+01   1.0540926e+00
   4.5100000e-02   5.4000000e+01   1.0540926e+00
   4.5150000e-02   5.4000000e+01   1.0954451e+00
   4.5200000e-02   5.4000000e+01   1.0954451e+00
   4.5250000e-02   5.4000000e+01   1.0954451e+00
   4.5300000e-02   5.3900000e+01   1.0796090e+00
   4.5350000e-02   5.3900000e+01   1.0796090e+00
   4.5400000e-02   5.3900000e+01   1.0796090e+00
   4.5450000e-02   5.3800000e+01   1.1718931e+00
   4.5500000e-02   5.4000000e+01   1.0749677e+00
   4.5550000e-02   5.3900000e+01   1.0796090e+00
   4.5600000e-02   5.3900000e+01   1.0796090e+00
   4.5650000e-02   5.3800000e+01   1.0728985e+00
   4.5700000e-02   5.3900000e+01   1.1000000e+00
   4.5750000e-02   5.3900000e+01   1.1000000e+00
   4.5800000e-02   5.3800000e+01   1.1135529e+00
   4.5850000e-02   5.3800000e+01   1.1135529e+00
